Title,cast,crew,genres,final_tag,movie_id
The Guard,BrendanGleeson DonCheadle,JohnMichaelMcDonagh,Action Comedy Thriller Crime,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case. en prostitute blackmail drugsmuggle ruralireland dryhumour",67913.0
College,DrakeBell AndrewCaldwell,DebHagan,Comedy,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen. en sexuality college girlfriend vomit celebration fraternity fratparty,13991.0
The Virgin Suicides,JamesWoods KathleenTurner,SofiaCoppola,Drama Romance,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents. en michigan 1970s youth family womandirector",1443.0
Little Voice,BrendaBlethyn MichaelCaine,MarkHerman,Comedy Drama,"After the death of her father, Little Voice or LV becomes a virtual recluse, never going out and hardly ever saying a word. She just sits in her bedroom listening to her father's collection of old records of Shirley Bassey, Marilyn Monroe and various other famous female singers. But at night time, LV sings, imitating these great singers with surprising accuracy. One night she is overheard by one of her mother's boyfriends, who happens to be a talent agent. He manages to convince her that her talent is special and arranges for her to perform at the local night club, but several problems arise. en parentskidsrelationship voice loneliness independentfilm singer cowardliness carrierpigeon",8545.0
Miss March,ZachCregger TrevorMoore,ZachCregger TrevorMoore,Comedy Romance,A young man awakens from a four-year coma to hear that his once virginal high-school sweetheart has since become a centerfold in one of the world's most famous men's magazines. He and his sex-crazed best friend decide to take a cross-country road trip in order to crash a party at the magazine's legendary mansion headquarters and win back the girl. en sex firsttime virgin roadtrip playboy duringcreditsstinger,19556.0
Wish I Was Here,ZachBraff KateHudson,ZachBraff,Drama Comedy,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find. en jew independentfilm homeschooling family strugglingactor",231576.0
Simply Irresistible,SarahMichelleGellar SeanPatrickFlanery,MarkTarlov,Comedy,"After her mother's death, mediocre chef Amanda Shelton is having trouble attracting customers to her family's restaurant. While shopping for ingredients, she is given a magical crab by mysterious Gene O'Reilly. Afterward, Amanda's dishes suddenly become excellent, inducing strong emotional reactions in everyone who eats them. Tom Bartlett, who is preparing to open his own eatery, tries her cooking and falls in love. en restaurant departmentstore kitchen love crab chef irresistible",16172.0
Hedwig and the Angry Inch,JohnCameronMitchell MiriamShor,JohnCameronMitchell,Comedy Music,A transexual punk rock girl from East Berlin tours the US with her rock band as she tells her life story and follows the ex-boyfriend/bandmate who stole her songs. en transvestism gay sex singer transgender glamrock selfidentity rockodyssey referencetokant militarybrat restaurantchain lgbtinthemilitary childmolestation theatricalmanager,13403.0
Only the Strong,MarkDacascos GeoffreyLewis,SheldonLettich,Action,"Former Green Beret Louis Stevens returns to his hometown of Miami after completing military service in Brazil, only to learn that his old high school has become a haven for gangs and drug dealers. After Stevens uses his capoeira skills to kick several drug dealers off of the school property, Kerrigan, one of Stevens' old teachers, sees the impact that Stevens has on the students. Kerrigan gives him the task of teaching Capoeira to a handful of the worst at-risk students at the school. en ",15797.0
Goddess of Love,AlexisKendra ElizabethSandy,JonKnautz,Mystery Drama Thriller Horror,Enter into a baroque vortex of madness when an emotionally unstable woman is shattered after tremendous heartbreak. Brian was the love of Venus’ life and the thought of him having an affair with another woman begins her volatile descent into the dark side of psychosexual insanity. en ,347764.0
Shattered Glass,HaydenChristensen PeterSarsgaard,BillyRay,Drama History,"Fact-based 2003 drama about the young journalist Stephen Glass, who got a job at The New Republic in 1995 and for three years fabricated at least half of the stories he wrote. en ",13537.0
Novocaine,ChelcieRoss SteveMartin,DavidAtkins,Comedy Crime Thriller,A dentist finds himself a murder suspect after a sexy patient seduces him into prescribing her drugs en murder independentfilm drug dentist,20794.0
The Business of Strangers,JuliaStiles StockardChanning,PatrickStettner,Drama Thriller,"Julie Styron thinks she is going to be fired, but instead discovers that she is being promoted. Trapped in an airport hotel, she wants to celebrate but finds only the company of her young assistant, Paula Murphy. As the night progresses, the two women get to know each other. They flirt, they drink, they lie; personal flaws are revealed and exposed. But at the end of the night their relationship turns and becomes a complex battle of power, authority, and wit. en rape sex airport authority assistant power revenge independentfilm trust",31064.0
The Wild Bunch,WilliamHolden ErnestBorgnine,SamPeckinpah,Adventure Western,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties en underdog robbery bountyhunter texas mexicanrevolution friendship honor gang shootout soldier steamlocomotive righteousrage",576.0
The Wackness,BenKingsley FamkeJanssen,JonathanLevine,Drama,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man. en comingofage marijuana summer",13990.0
The First Great Train Robbery,SeanConnery DonaldSutherland,MichaelCrichton,Thriller Adventure Drama Crime,"In Victorian England, a master criminal makes elaborate plans to steal a shipment of gold from a moving train. en publichanging strongbox goldtheft britishhistory historicfigure pianoplaying eyepatch horsecarriage openingactionscene unwantedkiss",11583.0
Morvern Callar,SamanthaMorton KathleenMcDermott,LynneRamsay,Drama,"Following her boyfriend's suicide, supermarket clerk Morvern Callar passes off his unpublished novel as her own... en independentfilm womandirector",18602.0
Beastmaster 2: Through the Portal of Time,MarcSinger KariWuhrer,SylvioTabet,Action Adventure Fantasy ScienceFiction,"Mark Singer returns as Dar, the warrior who can talk to the beasts. Dar is forced to travel to earth to stop his evil brother from stealing an atomic bomb, and turning their native land from a desert into... well... a desert! Written by Jim Palin en basedonnovel timetravel sequel psychotronic swordandsandal beastmaster warrior timeportal gunfight swordandsorcery",27549.0
